	Five_p_Score	Three_p_Score	150904CM018-A_end	150904CM018-B_end	150904CM018-W_end	150904CM763-A_end	150904CM763-B_end	150904CM763-W_end	150904CM764-A_end	150904CM764-B_end	150904CM018-A_total	150904CM018-B_total	150904CM018-W_total	150904CM763-A_total	150904CM763-B_total	150904CM763-W_total	150904CM764-A_total	150904CM764-B_total	Length	150904CM763-A_end_norm	150904CM764-A_end_norm
CNAG_04650T0-8	5.75818749152	11.9514855515	0	0	0	4	2	0	1	0	5.0	8.0	652.0	159.0	1156.0	42.0	120.0	155.0	2135	0.0698384149879	0.00631359965887
CNAG_04651T0-1	4.59796499796	12.9453805454	0	2	0	9	7	0	17	1	43.0	90.0	4692.0	1163.0	6593.0	289.0	1531.0	1738.0	1838	0.0619917888841	0.162725947479
CNAG_04651T0-2	6.42583095916	11.2802604803	0	0	0	13	6	0	7	0	43.0	90.0	4692.0	1163.0	6593.0	289.0	1531.0	1738.0	1838	0.129340892857	0.0275902125484
CNAG_04651T0-3	7.10405643739	11.0147334147	0	0	0	2	0	0	1	1	43.0	90.0	4692.0	1163.0	6593.0	289.0	1531.0	1738.0	1838	0.00306132290786	0.000563065562213
CNAG_04651T0-4	5.90850630851	12.9534120201	0	0	0	26	6	0	18	1	43.0	90.0	4692.0	1163.0	6593.0	289.0	1531.0	1738.0	1838	0.517363571428	0.182433242157
CNAG_04651T0-5	5.61638854972	10.5280694614	0	1	0	13	2	0	14	0	43.0	90.0	4692.0	1163.0	6593.0	289.0	1531.0	1738.0	1838	0.129340892857	0.110360850194
CNAG_04651T0-6	6.32370099037	13.3331705332	0	0	0	5	10	0	25	2	43.0	90.0	4692.0	1163.0	6593.0	289.0	1531.0	1738.0	1838	0.0191332681741	0.351915976383
CNAG_04651T0-7	5.67711301045	13.5466015466	0	0	0	10	4	0	8	0	43.0	90.0	4692.0	1163.0	6593.0	289.0	1531.0	1738.0	1838	0.0765330726965	0.0360361959816
CNAG_04651T0-8	5.47019400353	11.0290055623	0	0	0	0	2	0	3	0	43.0	90.0	4692.0	1163.0	6593.0	289.0	1531.0	1738.0	1838	0.0	0.00506759005991
CNAG_04652T0-1	5.6036358703	12.9385429385	0	0	0	15	4	0	17	4	31.0	79.0	3639.0	1327.0	6423.0	241.0	1914.0	2003.0	2259	0.176757081371	0.14119705278
CNAG_04652T0-2	6.09133089133	13.5572920906	0	1	0	18	4	0	12	1	31.0	79.0	3639.0	1327.0	6423.0	241.0	1914.0	2003.0	2259	0.254530197175	0.0703542408318
CNAG_04652T0-3	4.59796499796	12.0830823497	0	0	0	8	3	0	4	1	31.0	79.0	3639.0	1327.0	6423.0	241.0	1914.0	2003.0	2259	0.0502775698123	0.0078171378702
CNAG_04652T0-4	6.43174603175	10.6956993624	0	1	1	31	4	0	32	5	31.0	79.0	3639.0	1327.0	6423.0	241.0	1914.0	2003.0	2259	0.754949134212	0.500296823693
CNAG_04652T0-5	5.67711301045	13.0136480803	0	0	0	2	3	0	2	1	31.0	79.0	3639.0	1327.0	6423.0	241.0	1914.0	2003.0	2259	0.00314234811327	0.00195428446755
CNAG_04654T0-1	5.84875864876	10.8665852666	0	0	0	4	0	0	1	0	8.0	12.0	1290.0	266.0	1159.0	103.0	222.0	206.0	1548	0.0696576425591	0.00475052401517
CNAG_04654T0-2	5.78032831366	13.6122642789	0	0	0	1	2	0	2	1	8.0	12.0	1290.0	266.0	1159.0	103.0	222.0	206.0	1548	0.00435360265995	0.0190020960607
CNAG_04654T0-3	5.8265635599	11.5479039479	0	0	0	4	3	0	3	0	8.0	12.0	1290.0	266.0	1159.0	103.0	222.0	206.0	1548	0.0696576425591	0.0427547161365
CNAG_04654T0-4	7.08973002306	12.7927282594	0	0	0	4	1	0	3	0	8.0	12.0	1290.0	266.0	1159.0	103.0	222.0	206.0	1548	0.0696576425591	0.0427547161365
CNAG_04654T0-5	6.54624881292	11.6128612129	0	0	0	4	3	0	3	0	8.0	12.0	1290.0	266.0	1159.0	103.0	222.0	206.0	1548	0.0696576425591	0.0427547161365
CNAG_04655T0-1	5.8265635599	10.870980871	0	0	0	9	2	0	4	2	1.0	12.0	245.0	61.0	602.0	23.0	61.0	92.0	4629	0.678923362314	0.170192686457
CNAG_04655T0-2	6.41183014516	11.9469271469	0	0	0	0	0	0	1	0	1.0	12.0	245.0	61.0	602.0	23.0	61.0	92.0	4629	0.0	0.0106370429035
CNAG_04656T0-1	5.4071360738	13.4111518112	0	0	0	4	2	0	3	1	16.0	44.0	2612.0	624.0	4234.0	131.0	834.0	894.0	2228	0.0190678336623	0.00985175785697
CNAG_04656T0-2	6.86620539954	13.8083299417	0	0	0	7	1	0	2	0	16.0	44.0	2612.0	624.0	4234.0	131.0	834.0	894.0	2228	0.0583952405907	0.00437855904754
CNAG_04656T0-3	6.40477547144	13.2081400081	0	0	0	4	4	0	5	0	16.0	44.0	2612.0	624.0	4234.0	131.0	834.0	894.0	2228	0.0190678336623	0.0273659940471
CNAG_04656T0-4	4.59796499796	12.4039072039	0	0	0	0	0	0	0	0	16.0	44.0	2612.0	624.0	4234.0	131.0	834.0	894.0	2228	0.0	0.0
CNAG_04656T0-5	5.75818749152	12.9216659883	0	0	0	6	2	0	13	0	16.0	44.0	2612.0	624.0	4234.0	131.0	834.0	894.0	2228	0.0429026257401	0.184994119759
CNAG_04656T0-6	5.75818749152	12.9294803961	0	0	0	10	3	0	4	1	16.0	44.0	2612.0	624.0	4234.0	131.0	834.0	894.0	2228	0.119173960389	0.0175142361902
CNAG_04658T0-1	4.59796499796	12.3202279202	0	0	0	5	4	0	3	4	24.0	54.0	4418.0	525.0	3555.0	116.0	1152.0	1521.0	2861	0.0354840048022	0.00579057956879
CNAG_04658T0-2	6.63481210148	13.9522995523	0	1	0	4	0	0	7	2	24.0	54.0	4418.0	525.0	3555.0	116.0	1152.0	1521.0	2861	0.0227097630734	0.0315264887634
CNAG_04659T0-1	5.93124406458	10.5893365893	5	8	1	439	211	1	412	62	901.0	2562.0	141086.0	25368.0	154344.0	2629.0	53592.0	74725.0	2598	6.30044921011	2.22298865677
CNAG_04659T0-2	5.75818749152	12.6781712115	6	3	4	272	139	2	349	45	901.0	2562.0	141086.0	25368.0	154344.0	2629.0	53592.0	74725.0	2598	2.41869040925	1.59512113172
CNAG_04659T0-3	6.13989960657	12.5299687966	3	3	2	352	131	0	344	29	901.0	2562.0	141086.0	25368.0	154344.0	2629.0	53592.0	74725.0	2598	4.05067874767	1.54974305829
CNAG_04659T0-4	5.84778184778	13.0362230362	1	1	3	188	77	0	283	20	901.0	2562.0	141086.0	25368.0	154344.0	2629.0	53592.0	74725.0	2598	1.15546866653	1.04885556209
CNAG_04659T0-5	5.84875864876	13.0629765296	7	3	3	275	102	1	305	42	901.0	2562.0	141086.0	25368.0	154344.0	2629.0	53592.0	74725.0	2598	2.47233810283	1.21826703622
CNAG_04659T0-6	5.8265635599	9.0444715778	0	0	2	37	26	2	59	14	901.0	2562.0	141086.0	25368.0	154344.0	2629.0	53592.0	74725.0	2598	0.0447554494251	0.0455876114278
CNAG_04659T0-7	5.84875864876	13.7428300095	4	2	1	194	56	1	264	23	901.0	2562.0	141086.0	25368.0	154344.0	2629.0	53592.0	74725.0	2598	1.23039890034	0.912747534063
CNAG_04662T0-1	5.51181657848	13.3600868268	0	0	0	2	0	0	0	1	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0204491407614	0.0
CNAG_04662T0-10	4.89008275675	11.0004612671	0	0	0	0	1	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0	0.0
CNAG_04662T0-11	5.49233482567	10.6701940035	0	0	0	1	0	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.00511228519035	0.0
CNAG_04662T0-12	4.93219373219	13.4089811423	0	0	0	5	1	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.127807129759	0.0
CNAG_04662T0-13	6.37775064442	13.4527201194	0	0	0	1	0	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.00511228519035	0.0
CNAG_04662T0-14	6.61543888211	9.56879663546	0	0	0	2	0	0	1	1	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0204491407614	0.00552885845834
CNAG_04662T0-2	5.75818749152	12.5181386515	0	0	0	1	0	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.00511228519035	0.0
CNAG_04662T0-3	6.51075837743	11.5299416633	0	0	0	0	0	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0	0.0
CNAG_04662T0-4	6.35560982228	12.25668159	0	0	0	2	1	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0204491407614	0.0
CNAG_04662T0-5	6.57245963913	10.412047212	0	0	0	0	1	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0	0.0
CNAG_04662T0-6	7.51387871388	11.605046805	0	0	0	0	0	0	1	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0	0.00552885845834
CNAG_04662T0-7	5.75818749152	13.5475783476	0	0	0	0	0	0	1	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0	0.00552885845834
CNAG_04662T0-8	4.89008275675	13.7358296025	0	0	0	3	0	0	1	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0460105667132	0.00552885845834
CNAG_04662T0-9	6.26720933388	10.5351241351	0	0	1	3	0	0	0	0	4.0	14.0	586.0	158.0	987.0	36.0	122.0	177.0	4127	0.0460105667132	0.0
CNAG_04664T0-1	5.01739248406	11.508017908	0	0	0	2	0	0	0	0	3.0	9.0	1456.0	228.0	1104.0	126.0	224.0	210.0	1287	0.0182819763872	0.0
CNAG_04664T0-2	5.67711301045	13.3454890788	0	0	0	7	3	0	2	0	3.0	9.0	1456.0	228.0	1104.0	126.0	224.0	210.0	1287	0.223954210744	0.0186401513738
CNAG_04665T0-1	5.75818749152	10.3107312441	0	0	0	3	2	0	2	0	1.0	12.0	681.0	255.0	1231.0	47.0	266.0	235.0	957	0.0368906818407	0.0166571565468
CNAG_04665T0-2	6.01231854565	12.7860534527	0	0	1	12	4	0	5	1	1.0	12.0	681.0	255.0	1231.0	47.0	266.0	235.0	957	0.590250909451	0.104107228418
CNAG_04666T0-1	5.61638854972	10.7784561118	0	0	0	10	0	0	4	0	14.0	42.0	4379.0	390.0	1892.0	312.0	432.0	421.0	1749	0.266692678799	0.0371917509596
CNAG_04666T0-2	5.6036358703	12.8958350292	0	0	0	8	5	0	4	0	14.0	42.0	4379.0	390.0	1892.0	312.0	432.0	421.0	1749	0.170683314431	0.0371917509596
CNAG_04666T0-3	4.97115723782	10.6873422873	0	0	0	10	7	0	8	0	14.0	42.0	4379.0	390.0	1892.0	312.0	432.0	421.0	1749	0.266692678799	0.148767003839
CNAG_04666T0-4	6.62205942206	10.7784561118	0	0	0	9	3	0	6	2	14.0	42.0	4379.0	390.0	1892.0	312.0	432.0	421.0	1749	0.216021069827	0.0836814396592
CNAG_04667T0-1	6.72001085334	8.30530457197	0	0	0	42	11	0	38	2	8.0	11.0	1349.0	282.0	917.0	97.0	294.0	198.0	893	9.70647344798	7.13691856388
CNAG_04668T0-1	5.61638854972	10.9024555691	0	0	0	0	0	0	0	0	6.0	24.0	1451.0	583.0	1943.0	94.0	589.0	356.0	1517	0.0	0.0
CNAG_04668T0-2	8.11569664903	11.208357075	0	0	0	65	6	0	37	4	6.0	24.0	1451.0	583.0	1943.0	94.0	589.0	356.0	1517	10.972008577	3.76324235847
CNAG_04668T0-3	6.92692986026	13.5413919414	0	1	0	12	5	0	7	0	6.0	24.0	1451.0	583.0	1943.0	94.0	589.0	356.0	1517	0.373957215406	0.134696037666
CNAG_04668T0-4	5.88500881834	10.9264414598	0	0	0	1	2	0	6	0	6.0	24.0	1451.0	583.0	1943.0	94.0	589.0	356.0	1517	0.00259692510699	0.0989603542037
CNAG_04668T0-5	6.26720933388	9.61286121286	0	0	0	11	2	0	4	1	6.0	24.0	1451.0	583.0	1943.0	94.0	589.0	356.0	1517	0.314227937946	0.0439823796461
CNAG_04669T0-1	6.30443630444	12.9174874508	0	0	0	2	1	0	0	0	5.0	28.0	1847.0	453.0	2029.0	131.0	438.0	344.0	2498	0.00994741347043	0.0
CNAG_04669T0-2	6.88405915073	13.8943969611	0	0	0	0	0	0	0	0	5.0	28.0	1847.0	453.0	2029.0	131.0	438.0	344.0	2498	0.0	0.0
CNAG_04670T0-1	5.22431149098	12.7861077194	0	0	0	0	3	0	2	0	7.0	34.0	1895.0	219.0	1856.0	128.0	208.0	319.0	2080	0.0	0.0122709460455
CNAG_04670T0-2	5.07290733957	10.1743047076	0	0	0	2	3	0	2	0	7.0	34.0	1895.0	219.0	1856.0	128.0	208.0	319.0	2080	0.0108746238855	0.0122709460455
CNAG_04670T0-3	6.42838149505	13.3244335911	0	0	0	11	2	0	4	0	7.0	34.0	1895.0	219.0	1856.0	128.0	208.0	319.0	2080	0.328957372537	0.0490837841818
CNAG_04671T0-1	5.95061728395	10.7928367928	0	0	0	1	0	0	1	0	3.0	8.0	736.0	77.0	442.0	49.0	57.0	82.0	2047	0.0114158947576	0.0119342432576
CNAG_04671T0-2	4.59796499796	12.6256952924	0	0	0	3	0	0	0	0	3.0	8.0	736.0	77.0	442.0	49.0	57.0	82.0	2047	0.102743052819	0.0
CNAG_04673T0-1	4.97115723782	13.568688102	0	0	0	6	1	0	2	0	1.0	3.0	200.0	42.0	137.0	15.0	37.0	31.0	992	1.32591034587	0.126271993177
CNAG_04673T0-2	8.68007054674	11.5794329128	0	0	0	0	1	0	0	0	1.0	3.0	200.0	42.0	137.0	15.0	37.0	31.0	992	0.0	0.0
CNAG_04674T0-1	5.80442273776	11.0144078144	0	0	0	0	0	0	0	0	4.0	14.0	1418.0	90.0	472.0	76.0	67.0	87.0	2446	0.0	0.0
CNAG_04674T0-2	6.3826346493	12.8725546059	0	0	0	2	1	0	1	0	4.0	14.0	1418.0	90.0	472.0	76.0	67.0	87.0	2446	0.0427612329057	0.0112483672083
CNAG_04674T0-3	5.95061728395	10.5348528015	0	0	0	6	2	0	1	0	4.0	14.0	1418.0	90.0	472.0	76.0	67.0	87.0	2446	0.384851096152	0.0112483672083
CNAG_04676T0-1	5.30538597205	13.764699498	0	0	0	0	0	0	0	0	42.0	238.0	13753.0	808.0	6510.0	707.0	824.0	1174.0	3434	0.0	0.0
CNAG_04676T0-2	5.34288427622	13.785320852	0	0	0	26	6	0	11	1	42.0	238.0	13753.0	808.0	6510.0	707.0	824.0	1174.0	3434	0.523959758283	0.100861636799
CNAG_04676T0-3	6.40477547144	12.2434405101	0	0	0	10	2	0	3	0	42.0	238.0	13753.0	808.0	6510.0	707.0	824.0	1174.0	3434	0.0775088399828	0.00750210521646
CNAG_04677T0-1	5.46970560304	13.6624609958	0	0	0	0	0	0	0	0	4.0	10.0	1800.0	95.0	536.0	113.0	92.0	106.0	1932	0.0	0.0
CNAG_04677T0-2	5.88500881834	11.5195224529	0	0	0	4	0	0	1	1	4.0	10.0	1800.0	95.0	536.0	113.0	92.0	106.0	1932	0.150621656205	0.00923215044458
CNAG_04677T0-3	5.4071360738	12.8475919143	0	0	0	2	0	0	2	0	4.0	10.0	1800.0	95.0	536.0	113.0	92.0	106.0	1932	0.0376554140513	0.0369286017783
CNAG_04678T0-1	5.4071360738	11.758296025	1	2	0	28	12	0	31	2	15.0	45.0	2174.0	465.0	2706.0	183.0	578.0	629.0	2749	1.46190952645	1.49513869187
CNAG_04678T0-2	4.93219373219	13.4042056709	0	0	0	6	1	0	4	1	15.0	45.0	2174.0	465.0	2706.0	183.0	578.0	629.0	2749	0.0671284986636	0.0248930479396
CNAG_04678T0-3	5.22431149098	12.5299687966	0	0	0	6	4	0	4	0	15.0	45.0	2174.0	465.0	2706.0	183.0	578.0	629.0	2749	0.0671284986636	0.0248930479396
CNAG_04678T0-4	7.57205263872	12.9720255054	0	0	0	10	1	0	6	0	15.0	45.0	2174.0	465.0	2706.0	183.0	578.0	629.0	2749	0.186468051843	0.0560093578641
CNAG_04678T0-5	4.93219373219	13.201356668	0	0	0	10	4	0	7	0	15.0	45.0	2174.0	465.0	2706.0	183.0	578.0	629.0	2749	0.186468051843	0.076234959315
CNAG_04678T0-6	6.77937864605	11.2025505359	0	0	0	11	2	0	9	0	15.0	45.0	2174.0	465.0	2706.0	183.0	578.0	629.0	2749	0.22562634273	0.126021055194
CNAG_04678T0-7	6.38344865012	11.0557590558	0	0	0	1	1	1	1	0	15.0	45.0	2174.0	465.0	2706.0	183.0	578.0	629.0	2749	0.00186468051843	0.00155581549622
CNAG_04679T0-1	4.59796499796	11.8081128748	0	0	0	5	3	0	5	0	9.0	15.0	1734.0	240.0	985.0	134.0	252.0	248.0	1264	0.128066636621	0.0986499946699
CNAG_04680T0-1	5.8908696242	12.8987654321	0	0	0	3	0	0	2	0	8.0	17.0	2875.0	169.0	932.0	147.0	154.0	186.0	2898	0.04872578256	0.0210453321962
CNAG_04680T0-2	6.13989960657	13.0774114774	0	1	0	6	2	0	2	0	8.0	17.0	2875.0	169.0	932.0	147.0	154.0	186.0	2898	0.19490313024	0.0210453321962
CNAG_04682T0-1	5.05076651743	12.4348935016	0	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1237	0.0	0.0
CNAG_04682T0-2	7.71493691494	12.7549586216	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1237	0.0	0.0
CNAG_04682T0-3	6.65695292362	12.4583909917	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1237	0.0	0.0
CNAG_04682T0-4	5.49233482567	9.0444715778	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1237	0.0	0.0
CNAG_04682T0-5	5.47019400353	8.84797178131	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1237	0.0	0.0
CNAG_04683T0-1	5.61069054402	11.3749559083	0	0	0	9	1	0	5	1	3.0	13.0	1626.0	158.0	916.0	126.0	178.0	183.0	863	0.44619199139	0.133689610263
CNAG_04684T0-1	5.84875864876	11.6052096052	0	0	0	6	4	0	4	1	11.0	77.0	5211.0	517.0	2695.0	304.0	540.0	616.0	3419	0.0674024925357	0.025418388237
CNAG_04684T0-2	5.90850630851	13.0841948175	0	0	0	5	4	0	0	1	11.0	77.0	5211.0	517.0	2695.0	304.0	540.0	616.0	3419	0.0468072864831	0.0
CNAG_04684T0-3	6.18298738299	10.6538054538	0	0	0	4	2	0	1	0	11.0	77.0	5211.0	517.0	2695.0	304.0	540.0	616.0	3419	0.0299566633492	0.00158864926481
CNAG_04684T0-4	4.93219373219	12.848026048	0	0	0	11	3	0	6	1	11.0	77.0	5211.0	517.0	2695.0	304.0	540.0	616.0	3419	0.226547266578	0.0571913735333
CNAG_04684T0-5	4.59796499796	10.5778863112	0	0	0	11	1	0	6	1	11.0	77.0	5211.0	517.0	2695.0	304.0	540.0	616.0	3419	0.226547266578	0.0571913735333
CNAG_04684T0-6	5.34288427622	12.8056980057	0	0	0	16	1	0	4	1	11.0	77.0	5211.0	517.0	2695.0	304.0	540.0	616.0	3419	0.479306613587	0.025418388237
CNAG_04687T0-1	5.44609957943	12.9646452313	0	0	1	86	17	0	78	1	184.0	561.0	49061.0	4128.0	27168.0	963.0	7344.0	10460.0	2915	1.37363535304	0.569201792573
CNAG_04687T0-2	6.18201058201	13.0361687695	0	0	1	40	32	0	27	8	184.0	561.0	49061.0	4128.0	27168.0	963.0	7344.0	10460.0	2915	0.297162867072	0.0682031733704
CNAG_04687T0-3	6.7616334283	12.651037851	0	0	0	30	23	0	36	6	184.0	561.0	49061.0	4128.0	27168.0	963.0	7344.0	10460.0	2915	0.167154112728	0.121250085992
CNAG_04688T0-1	6.3706959707	13.2040157373	0	0	0	2	0	0	0	0	3.0	6.0	320.0	91.0	506.0	14.0	95.0	101.0	2365	0.0398879484812	0.0
CNAG_04688T0-2	7.73707773708	12.7314068647	0	0	0	1	1	0	0	0	3.0	6.0	320.0	91.0	506.0	14.0	95.0	101.0	2365	0.00997198712031	0.0
CNAG_04688T0-3	5.8908696242	12.5279066612	0	0	0	2	0	0	0	0	3.0	6.0	320.0	91.0	506.0	14.0	95.0	101.0	2365	0.0398879484812	0.0
CNAG_04688T0-4	6.88655541989	13.4031746032	0	0	0	1	1	0	0	0	3.0	6.0	320.0	91.0	506.0	14.0	95.0	101.0	2365	0.00997198712031	0.0
CNAG_04688T0-5	6.09751729752	11.0223307557	0	0	0	0	0	0	0	0	3.0	6.0	320.0	91.0	506.0	14.0	95.0	101.0	2365	0.0	0.0
CNAG_04688T0-6	6.69765296432	10.659015059	0	0	0	0	0	0	0	0	3.0	6.0	320.0	91.0	506.0	14.0	95.0	101.0	2365	0.0	0.0
CNAG_04688T0-7	8.11569664903	10.3339574006	0	0	0	0	0	0	0	0	3.0	6.0	320.0	91.0	506.0	14.0	95.0	101.0	2365	0.0	0.0
CNAG_04689T0-1	7.02998236332	12.2859856193	0	0	0	0	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350	0.0	0.0
CNAG_04690T0-1	5.84778184778	11.3975851309	0	0	0	3	1	0	2	1	12.0	21.0	1941.0	331.0	1616.0	122.0	288.0	314.0	1188	0.0281017508329	0.0124663432755
CNAG_04690T0-2	6.82496269163	9.61318681319	0	0	0	9	3	0	2	0	12.0	21.0	1941.0	331.0	1616.0	122.0	288.0	314.0	1188	0.252915757496	0.0124663432755
CNAG_04690T0-3	6.43174603175	9.64862298196	0	0	0	6	5	0	3	0	12.0	21.0	1941.0	331.0	1616.0	122.0	288.0	314.0	1188	0.112407003331	0.0280492723698
CNAG_04690T0-4	5.75818749152	10.9295889296	0	0	0	5	0	0	3	0	12.0	21.0	1941.0	331.0	1616.0	122.0	288.0	314.0	1188	0.0780604189802	0.0280492723698
CNAG_04692T0-1	6.38551078551	10.9381088048	0	0	0	2	0	0	0	0	2.0	12.0	740.0	88.0	361.0	64.0	48.0	55.0	1301	0.055909423633	0.0
CNAG_04692T0-2	6.03011803012	9.20265906933	0	0	0	1	1	0	2	0	2.0	12.0	740.0	88.0	361.0	64.0	48.0	55.0	1301	0.0139773559082	0.0711714870637
CNAG_04693T0-1	5.8265635599	10.6894586895	0	0	0	3	1	0	1	0	1.0	17.0	498.0	189.0	1618.0	45.0	178.0	207.0	3119	0.0280670144289	0.00472757462379
CNAG_04693T0-2	5.17758784425	12.4564916565	0	0	0	0	0	0	0	0	1.0	17.0	498.0	189.0	1618.0	45.0	178.0	207.0	3119	0.0	0.0
CNAG_04693T0-3	5.07290733957	10.9460860128	0	0	0	3	0	0	1	0	1.0	17.0	498.0	189.0	1618.0	45.0	178.0	207.0	3119	0.0280670144289	0.00472757462379
CNAG_04693T0-4	6.55031881699	11.1025369692	0	0	0	2	1	0	1	0	1.0	17.0	498.0	189.0	1618.0	45.0	178.0	207.0	3119	0.0124742286351	0.00472757462379
CNAG_04693T0-5	4.59796499796	12.4805860806	0	0	0	0	1	0	1	0	1.0	17.0	498.0	189.0	1618.0	45.0	178.0	207.0	3119	0.0	0.00472757462379
CNAG_04693T0-6	4.93219373219	10.2435490435	0	0	0	0	0	0	1	0	1.0	17.0	498.0	189.0	1618.0	45.0	178.0	207.0	3119	0.0	0.00472757462379
CNAG_04693T0-7	5.38499525166	12.6305792972	0	0	0	5	1	0	1	0	1.0	17.0	498.0	189.0	1618.0	45.0	178.0	207.0	3119	0.0779639289691	0.00472757462379
CNAG_04694T0-1	4.89008275675	14.1138515805	0	0	0	0	0	0	0	0	5.0	11.0	870.0	49.0	437.0	104.0	32.0	58.0	2193	0.0	0.0
CNAG_04694T0-2	6.62205942206	13.1602767603	0	0	0	1	0	0	0	0	5.0	11.0	870.0	49.0	437.0	104.0	32.0	58.0	2193	0.0115465114025	0.0
CNAG_04695T0-1	5.46970560304	12.8945326279	0	0	0	2	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1320	0.0	0.0
CNAG_04696T0-1	4.89008275675	13.4385022385	0	0	0	1	2	0	1	0	3.0	12.0	561.0	84.0	582.0	58.0	87.0	138.0	2808	0.00866980323519	0.00709136193569
CNAG_04697T0-1	5.95061728395	12.2911952245	0	0	0	0	0	0	0	0	6.0	26.0	798.0	184.0	1880.0	54.0	249.0	375.0	4468	0.0	0.0
CNAG_04697T0-2	5.95061728395	12.1671957672	0	0	0	4	1	0	1	0	6.0	26.0	798.0	184.0	1880.0	54.0	249.0	375.0	4468	0.042943195599	0.00260962119233
CNAG_04697T0-3	6.05128205128	13.0719848053	0	0	0	1	0	0	0	0	6.0	26.0	798.0	184.0	1880.0	54.0	249.0	375.0	4468	0.00268394972494	0.0
CNAG_04697T0-4	5.61638854972	11.7718627052	0	0	0	0	0	0	2	0	6.0	26.0	798.0	184.0	1880.0	54.0	249.0	375.0	4468	0.0	0.0104384847693
CNAG_04697T0-5	5.78032831366	13.4093067426	0	0	0	1	1	0	1	0	6.0	26.0	798.0	184.0	1880.0	54.0	249.0	375.0	4468	0.00268394972494	0.00260962119233
CNAG_04698T0-1	6.48726088726	12.7792158459	0	1	0	13	4	0	10	2	20.0	54.0	2691.0	1147.0	4563.0	313.0	1248.0	1186.0	966	0.186882425292	0.0825133176328
CNAG_04698T0-2	5.55078008411	12.4065120065	0	0	1	77	20	0	57	4	20.0	54.0	2691.0	1147.0	4563.0	313.0	1248.0	1186.0	966	6.55636626956	2.68085768989
CNAG_04698T0-3	6.44238230905	13.7911273911	0	0	0	66	10	0	51	3	20.0	54.0	2691.0	1147.0	4563.0	313.0	1248.0	1186.0	966	4.81692215722	2.14617139163
CNAG_04699T0-1	5.95061728395	10.9647537648	0	0	0	3	0	0	2	0	5.0	21.0	1397.0	303.0	1604.0	114.0	355.0	327.0	3327	0.0283119883703	0.0119707394144
CNAG_04699T0-2	6.54624881292	12.702374169	0	0	0	2	0	0	0	0	5.0	21.0	1397.0	303.0	1604.0	114.0	355.0	327.0	3327	0.0125831059423	0.0
CNAG_04699T0-3	7.61562881563	11.1681454348	0	0	0	4	0	0	2	0	5.0	21.0	1397.0	303.0	1604.0	114.0	355.0	327.0	3327	0.0503324237694	0.0119707394144
CNAG_04699T0-4	5.61069054402	12.4805860806	0	0	0	13	1	0	9	1	5.0	21.0	1397.0	303.0	1604.0	114.0	355.0	327.0	3327	0.531636226064	0.242407473141
CNAG_04700T0-1	6.22097408764	12.5225342559	0	0	0	2	1	0	1	0	3.0	7.0	1138.0	61.0	508.0	82.0	66.0	77.0	2647	0.039730909314	0.0127091941185
CNAG_04702T0-1	5.90850630851	13.0215710216	0	0	0	1	0	0	1	0	28.0	76.0	4557.0	733.0	3122.0	681.0	1090.0	766.0	6277	0.00161621572161	0.00127755606674
CNAG_04702T0-10	5.46970560304	13.5679826346	0	0	0	1	0	0	0	0	28.0	76.0	4557.0	733.0	3122.0	681.0	1090.0	766.0	6277	0.00161621572161	0.0
CNAG_04702T0-11	5.4071360738	13.1611992945	0	0	0	1	0	0	1	0	28.0	76.0	4557.0	733.0	3122.0	681.0	1090.0	766.0	6277	0.00161621572161	0.00127755606674
CNAG_04702T0-12	5.34288427622	12.6305792972	0	0	0	0	0	0	0	0	28.0	76.0	4557.0	733.0	3122.0	681.0	1090.0	766.0	6277	0.0	0.0
